aluminium,ammonia,arsenic,barium,,chloramine,chromium,copper,flouride,bacteria,viruses,,,,mercury,,radium,,silver,uranium,outcome
0.01,19.21,0.88,01.07,,8.37,0.43,1.84,0.75,0.92,0.92,,,,4,,5.84,,0.38,0.09,0
0.19,9.82,0.16,3.52,,5.49,0.1,01.09,0.37,0.53,0.53,,,,9,,5.69,,0.38,0.09,0
0.00,11.76,0.59,2.66,,2.35,0.57,1.81,0.38,0.09,6,,,,7,,6.11,,0.24,0,0
0.22,11.53,0.19,1.75,,1.63,0.77,0.27,1.45,0.84,0.84,,,,0,,3.92,,0.03,0.05,0
0.08,13.71,0.21,01.01,,4.95,0.24,0.69,0.45,0.03,5,,,,0,,0.41,,0.39,0.04,0
0.16,4.87,0.08,2.3,,3.95,0.49,0.41,1.22,0.29,6,,,,1,,5.73,,0.18,0.05,0
0.01,16.04,0.87,1.26,,3.98,0.64,01.02,0.03,0.73,0.73,,,,2,,6.32,,0.04,0.07,0
0.06,9.44,0.39,1.93,,7.11,0.56,1.15,0.77,0.77,0.77,,,,0,,1.95,,0.32,0,0
0.03,23.93,0.59,3.58,,0.5,0.74,1.63,1.35,0.69,0.69,,,,9,,3.66,,0.26,0.05,0
0.07,20.36,0.12,4.69,,7.29,0.49,1.16,0.4,0.25,2,,,,0.01,,5.83,,0.24,0.04,0
0.18,14.03,0.67,4.23,,0.88,0.48,0.18,0.74,0.19,5,,,,8,,4.51,,0.05,0.02,1
0.03,23.78,0.42,4.64,,3.45,0.84,1,1.38,0.68,0.68,,,,8,,4.54,,0.09,0.07,0
0.02,23.24,0.16,3.91,,2.68,0.46,0.4,0.88,0.59,0.59,,,,3,,1.75,,0.23,0.06,0
0.08,1.24,0.33,2.85,,4.23,0.15,1.43,0.68,0.42,5,,,,1,,2.6,,0.2,0.01,0
0.09,7.16,0.34,0.51,,6.27,0.49,0.1,0.86,0.4,3,,,,1,,6.28,,0.1,0.05,0
0.13,28.79,01.03,2.92,,7.83,0.06,0.66,0.03,0.62,0.62,,,,0.01,,5.82,,0.17,0.03,0
0.08,6.44,0.42,3.9,,0.7,0.57,0.06,0.36,0.28,4,,,,6,,2.82,,0.15,0.06,0
0.12,17.45,0.41,0.97,,1.37,0.38,0.41,0.72,0.25,7,,,,0.01,,2.97,,0.1,0.02,1
0.18,16.22,0.25,1.61,,0.9,0.36,0.25,0.11,0.71,0.71,,,,4,,04.01,,0.23,0.03,0
0.01,21.89,0.71,2.92,,7.77,0.3,0.43,0.9,0.79,0.79,,,,1,,7.79,,0.1,0.03,0
0.03,23.61,0.59,2.24,,1.72,0.49,0.09,1.47,0.14,0,,,,9,,3.87,,0.37,0.06,0
0.06,17.18,0.97,3.6,,3.88,0.14,0.39,0.1,0.15,2,,,,8,,03.01,,0.18,0.04,0
0.03,28.36,0.33,03.04,,6.87,0.17,0.75,1.29,0.18,1,,,,5,,3.39,,0.4,0.05,0
0.05,4.68,0.28,2.51,,2.28,0.46,1.83,0.79,0.7,0.7,,,,0.01,,2,,0.28,0,0
0.05,26.76,0.58,1.18,,2.65,0.62,0.28,1.11,0.2,8,,,,8,,4.54,,0.48,0.02,0
0.13,11.52,0.09,1.96,,6.28,0.32,1.63,0.75,0.95,0.95,,,,1,,0.05,,0.02,0.05,0
0.05,28.82,0.61,1.89,,6.43,0.35,01.02,1.24,0.44,1,,,,2,,7.37,,0.36,0.09,0
0.05,10.26,0.73,2.69,,5.55,0.17,1.29,01.01,0.03,6,,,,2,,0.49,,0.07,0.09,0
0.10,7.6,0.19,1.44,,6.98,0.05,0.87,1.39,0.35,1,,,,3,,6.98,,0.24,0.07,0
0.06,9.37,0.59,4.29,,3.3,0.07,0.86,1.29,0.39,5,,,,8,,6.62,,0.43,0.04,0
0.31,18.02,0.06,4.74,,2.46,0.07,0.66,0.04,0.32,2,,,,2,,1.16,,0.35,0.02,0
0.09,11.04,0.71,0.57,,7.41,0.07,1.13,0.24,0.59,0.59,,,,4,,5.22,,0.21,0.08,0
0.01,29.44,0.11,2.76,,5.25,0.62,0.1,0.72,0.39,8,,,,7,,6.29,,0.29,0.06,0
0.07,1.97,0.27,3.36,,3.28,0.25,0.39,0.76,0.15,4,,,,0.01,,2.82,,0.45,0.01,0
0.28,28.83,0.68,3.74,,5.71,0.37,1.38,0.63,0.97,0.97,,,,4,,0,,0.35,0.06,0
0.08,26.12,0.49,3.12,,7.11,0.63,1.65,0.5,0.09,6,,,,1,,4.28,,0.03,0.07,0
0.04,27.84,0.86,2.81,,7.54,0.58,0.74,0.84,0.22,4,,,,7,,07.04,,0.13,0.09,0
0.16,6.48,0.96,3.54,,2.19,0.53,01.05,1.26,0.03,3,,,,4,,1.67,,0.12,0.09,0
0.19,13.45,0.35,3.5,,3.13,0.32,0.04,0.55,0.58,0.58,,,,4,,6.52,,0.47,0.01,0
0.05,12.39,0.17,3.41,,2.5,0.21,1.97,1.36,0.37,1,,,,4,,0.87,,0.27,0.05,0
0.03,5.66,0.76,4.75,,1.84,0.47,1.15,0.25,0.04,3,,,,0.01,,0.94,,0.45,0.02,0
0.19,27.29,0.4,4.51,,3.38,0.47,0.54,0.79,0.89,0.89,,,,5,,0.97,,0.4,0.08,0
0.07,1.78,0.56,1.94,,7.89,0.4,1.9,1.18,0.46,7,,,,3,,6.82,,0.26,0.05,0
0.01,5.55,0.46,3.98,,0.74,0.47,1.32,0.65,0.95,0.95,,,,0,,0.88,,0.29,0.09,0
0.14,12.59,0.66,3.77,,7.91,0.65,1.78,0.01,0.75,0.75,,,,4,,2.86,,0.23,0.07,0
0.00,19.49,0.63,01.07,,6.42,0.31,1.91,0.96,0.14,2,,,,0.01,,5.19,,0,0.02,0
0.00,23.08,0.06,2.59,,0.79,0.8,1.39,0.66,0.7,0.7,,,,3,,0.72,,0.33,0,0
0.14,4.47,0.22,3.28,,6.5,0.89,0.24,0.83,0.8,0.8,,,,6,,0.54,,0.13,0.05,0
0.06,26.93,0.42,1.24,,5.23,0.18,1.93,0.78,0.55,0.55,,,,3,,4.82,,0.15,0.01,0
0.39,26.55,0.07,1.56,,05.07,0.67,1.99,0.08,0.1,8,,,,1,,0.01,,0.02,0.02,1
0.17,23.64,0.09,1.62,,1.64,0.17,0.85,0.14,0.41,6,,,,0.01,,7.74,,0.03,0.02,0
0.16,2.71,1,3.45,,4.88,0.18,01.06,01.08,0.15,1,,,,7,,0.86,,0.41,0,0
0.00,26.11,0.47,0.59,,7,0.51,0.26,0.82,0.74,0.74,,,,3,,1.51,,0.16,0.07,0
0.21,6.21,0.87,2.99,,5.86,0.01,0.98,0.33,0.49,7,,,,4,,0.06,,0.36,0.03,0
0.13,19.15,0.36,04.09,,5.4,0.64,0.05,0.4,0.74,0.74,,,,0,,5.77,,0.46,0,0
0.03,0.17,0.58,02.04,,6.2,0.11,1.41,01.08,0.38,2,,,,3,,6.69,,0.06,0.04,0
0.07,26.3,0.36,3.4,,1.56,0.82,1.42,1.29,0.28,2,,,,4,,2.54,,0.44,0.07,0
0.07,20.35,0.57,0.44,,4.6,0.69,1.71,1.35,0.85,0.85,,,,5,,3.63,,0.48,0.09,0
0.04,24.82,0.57,1.56,,3.86,0.4,0.13,1.42,0.48,6,,,,5,,4.73,,0.26,0.05,0
0.08,13.9,0.86,01.04,,2.39,0.29,0.99,0.31,0.01,7,,,,3,,3.41,,0.09,0.04,0
0.01,8.28,0.07,3.15,,7.54,0.3,1.71,0.03,0.6,0.6,,,,3,,1.75,,0.04,0.04,0
0.00,28.45,0.53,3.79,,6.34,0.88,1.23,1.48,0.57,0.57,,,,5,,7.71,,0.09,0.04,0
0.25,2.5,0.15,2,,4.99,0.66,0.86,0.11,0.85,0.85,,,,8,,5.59,,0.45,0.06,0
0.01,1.84,0.27,0.49,,4.81,0.04,0.65,0.2,0.45,5,,,,3,,3.1,,0.01,0.01,1
0.19,28.7,0.28,3.32,,6.98,0.1,1.86,01.05,0.58,0.58,,,,3,,6.14,,0.19,0.01,0
0.06,15.84,0.29,2.71,,2.1,0.51,0.63,01.03,0.18,4,,,,3,,5.86,,0.07,0.08,0
0.08,3.48,0.29,2.68,,7.93,0.26,0.49,1.38,0.31,9,,,,5,,1.9,,0.05,0.08,0
0.10,16.35,0.2,3.6,,4.28,0.36,0.31,0.74,0.55,0.55,,,,9,,7.43,,0.09,0.05,0
0.08,23.05,0.24,4.46,,4.91,0.35,0.72,0.09,0.11,3,,,,9,,4.61,,0.05,0.09,0
0.04,11.89,0.75,3.27,,1.45,0.65,0.13,01.04,0.26,1,,,,2,,0.94,,0.08,0,0
0.02,21.05,0.37,3.74,,2.22,0.1,1.48,0.95,0.91,0.91,,,,6,,3.69,,0.37,0,0
0.10,27.76,0.05,4.29,,5.86,0.26,0.47,01.02,0.4,0,,,,7,,2.13,,0.28,0.08,0
0.01,7.45,0.93,2.22,,1.75,0.35,0.04,1.3,0.03,7,,,,8,,3.11,,0.13,0.04,0
0.00,22.2,0.59,4.36,,1.92,0.33,1.66,01.08,0.32,1,,,,1,,2.74,,0.14,0.08,0
0.02,22.24,0.28,0.61,,6.46,0.55,0.68,1.2,0.26,6,,,,9,,7.81,,0.06,0,0
0.03,18,0.73,1.11,,6,0.3,1.95,0.99,0.05,9,,,,6,,7.6,,0.12,0.02,0
0.13,27.2,0.31,0.92,,8.26,0.83,1.63,0.67,0.4,8,,,,8,,4.45,,0.17,0.03,0
0.01,12.14,0.3,1.7,,3.38,0.37,1.33,01.08,0.44,5,,,,1,,6.81,,0.31,0.01,0
0.05,3.6,0.47,2.26,,7.4,0.4,0.53,0.93,0.36,3,,,,0,,4.58,,0.45,0.09,0
0.09,12.15,0.63,2.37,,1.63,0.46,0.62,0.88,0.25,2,,,,8,,3.46,,0.23,0.04,0
0.37,2.53,0.75,3.41,,3.4,0.65,1.6,0.16,0.02,3,,,,2,,4.89,,0.12,0.01,0
0.11,2.47,0.99,3.8,,07.01,0.32,0.13,0.3,0.2,3,,,,5,,1.94,,0.41,0,0
0.05,16.68,0.93,1.59,,08.09,0.89,1.94,0.63,0.75,0.75,,,,8,,01.01,,0.26,0.02,0
0.06,13.1,0.47,3.58,,3.18,0.37,0.51,1.49,0.24,3,,,,8,,5.55,,0.08,0.07,0
0.17,14.15,0.38,02.06,,7.58,0.5,0.18,0.16,0.51,0.51,,,,6,,5.21,,0.28,0.07,0
0.01,29.13,0.84,2.84,,6.25,0.46,0.14,0.75,0.51,0.51,,,,9,,4.54,,0.38,0.08,0
0.15,3.96,0.57,1.18,,5.58,0.2,0.89,0.61,0.01,1,,,,4,,2.41,,0.3,0.06,0
0.09,16.12,0.13,1.78,,4.37,0.71,0.08,1.44,0.34,4,,,,0.01,,6.66,,0.45,0.08,0
0.10,0.7,0.87,2.7,,3.69,0.56,1.78,1.27,0.15,2,,,,6,,3.61,,0.25,0.04,0
0.08,05.04,0.51,0.51,,0.37,0.7,1.32,0.76,0.23,4,,,,2,,5.87,,0.3,0.02,0
0.08,12.55,0.64,3.5,,7.61,0.84,1,0.14,0.36,5,,,,5,,1.8,,0.29,0.03,0
0.05,3.34,0.16,2.66,,4.68,0.61,0.87,1.14,0.79,0.79,,,,6,,4.25,,0.27,0.03,0
0.07,13.93,0.15,2.67,,6.75,0.59,1.54,0.64,0.26,6,,,,3,,4.76,,0.06,0.04,0
0.06,22.16,0.77,1.86,,6.47,0.7,1.92,1.36,0.94,0.94,,,,8,,0.85,,0.36,0.03,0
0.05,20.24,0.58,3.29,,8.19,0.53,0.07,0.53,0.02,1,,,,8,,1.69,,0.16,0.06,0
0.08,23.03,0.15,0.26,,3.75,0.29,0.98,0.27,0.2,5,,,,4,,0.74,,0.45,0.08,0
0.09,11.69,01.02,3.62,,4.7,0.73,0.91,0.65,0.51,0.51,,,,6,,5.65,,0.31,0.03,0
0.08,14.84,0.38,2.64,,1.64,0.02,0.39,0.33,0.83,0.83,,,,4,,4.18,,0.18,0.08,0
0.02,7.1,0.77,2.67,,0.82,0.15,1.65,0.8,0.54,0.54,,,,8,,5.88,,0.18,0,0
0.08,7.64,0.74,4.51,,4.6,0.85,0.77,0.81,0.2,7,,,,8,,1.92,,0.45,0.02,0
0.02,12.25,0.95,2.24,,3.84,0.33,0.48,1.36,0.73,0.73,,,,8,,0.93,,0.12,0.02,0
0.02,6.6,0.42,2.65,,7.9,0.5,01.04,0.63,0.09,7,,,,1,,0.51,,0.08,0.09,0
0.08,16.61,0.66,2.41,,0.52,0.32,1.37,1.46,0.59,0.59,,,,0.01,,7.79,,0.16,0.08,0
0.03,17.44,0.76,2.83,,2.41,0.3,0.27,0.61,0.65,0.65,,,,0,,0.41,,0.2,0.06,0
0.27,10.35,0.43,02.08,,6.39,0.65,01.05,0.96,0.32,8,,,,1,,1.86,,0.07,0.05,0
0.04,22.46,0.84,3.21,,4.43,0.2,0.05,0.03,0.24,2,,,,1,,0.55,,0.12,0.07,0
0.09,12.27,0.26,3.46,,5.35,0.66,1.5,0.68,0.8,0.8,,,,6,,7.67,,0.39,0.04,0
0.00,20.48,0.88,1.3,,5.43,0.2,0.78,1.5,0.36,0,,,,2,,7.77,,0.42,0.02,0
0.03,16.06,0.25,3.41,,8.13,0.16,0.58,01.07,0.52,0.52,,,,5,,6.38,,0.27,0,0
0.31,13.74,0.21,1.73,,6.58,0.45,0.56,0.8,0.29,1,,,,0,,7.36,,0.09,0.08,0
0.07,16.52,0.16,2,,5.79,0.16,0.36,0.55,0.03,5,,,,7,,3.71,,0.13,0.04,0
0.08,24.88,0.39,3.56,,5.62,0.58,0.77,0.79,0.37,1,,,,6,,0.09,,0.37,0.06,0
0.09,14.35,0.09,1.87,,2.68,0.73,1.45,0.65,0.57,0.57,,,,9,,0.43,,0.39,0.09,0
0.21,26.03,0.27,3.93,,3.22,0.72,0.17,0.59,0.4,8,,,,8,,1.3,,0.27,0.07,0
0.01,3.82,0.19,1.87,,1.74,0.04,0.02,0.47,0.28,5,,,,7,,3.5,,0.47,0.09,0
0.33,12.35,0.77,3.48,,5.67,0.58,1.25,0.51,0.69,0.69,,,,1,,2.83,,0.22,0.03,0
0.12,24.53,0.91,1.66,,7.73,0.52,1.83,0.77,0.67,0.67,,,,1,,4.3,,0.16,0.07,0
0.18,18.34,0.67,0.22,,05.05,0.35,1.98,0.99,0.41,0,,,,1,,4.49,,0.18,0.08,0
0.00,19.7,0.17,1.69,,2.65,0.88,1.48,0.91,0.74,0.74,,,,7,,2.99,,0.13,0.03,0
0.06,28.13,0.09,0.73,,0.71,0.36,0.06,01.03,0.44,7,,,,2,,1.15,,0.42,0.02,0
0.07,13.86,0.56,3.93,,5.63,0.37,1.64,1.39,0.3,5,,,,3,,0.67,,0.21,0.06,0
0.17,21.53,0.8,1.91,,0.78,0.57,0.75,1.25,0.28,2,,,,5,,4.32,,0.29,0.04,0
0.33,14.29,0.12,2.74,,4.23,0.82,0.81,1.27,0.53,0.53,,,,5,,0.23,,0.42,0.01,0
0.30,17.76,0.81,0.83,,4.92,0.67,1.67,0.02,0.1,7,,,,9,,6.21,,0.21,0.03,0
0.11,21.58,0.78,0.57,,0.52,0.5,0.44,0.67,0.59,0.59,,,,6,,3.61,,0.05,0.02,1
0.07,13.73,0.98,4.32,,4.68,0.12,0.48,1.48,0.06,1,,,,4,,07.07,,0.38,0.09,0
0.02,29.37,0.51,3.46,,05.04,0.82,1.76,0.33,0.17,0,,,,8,,3.18,,0.12,0.08,0
0.30,29.1,0.44,3.58,,0.68,0.27,1.73,0.06,0.42,3,,,,4,,7.88,,0.05,0.01,0
0.02,10.7,0.74,1.21,,6.14,0.7,0.98,0.79,0.72,0.72,,,,2,,03.03,,0.29,0.07,0
0.09,0.49,0.51,4.84,,1.95,0.34,0.04,0.61,0.21,1,,,,4,,3.97,,0.32,0.06,0
0.03,19.5,0.84,3.59,,7.12,0.57,1.38,0.13,0.36,2,,,,1,,1.11,,0.37,0.01,0
0.18,15,0.68,2.39,,6.52,0.33,0.16,01.01,0.76,0.76,,,,9,,5.31,,0.32,0,0
0.01,9.21,0.84,3.19,,0.91,0.73,1.49,1.45,0.42,9,,,,1,,5.52,,0.39,0,0
0.24,21.04,01.02,3.98,,4.36,0.52,0.96,1.45,0.44,7,,,,5,,6.49,,0.33,0.03,0
0.34,16.69,0.95,2.15,,7.69,0.85,0.99,0.87,0.39,2,,,,1,,5.35,,0.42,0.07,0
0.21,17.45,0.29,0.72,,1.72,0.01,1.19,0.26,0.72,0.72,,,,4,,02.06,,0.07,0.06,0
0.03,15.36,0.68,1.22,,4.35,0.19,0.28,1.16,0.85,0.85,,,,5,,1.46,,0.23,0.08,0
0.09,21.21,0.18,2.35,,08.01,0.2,0.75,0.34,0.98,0.98,,,,9,,0.67,,0.18,0.08,0
0.07,0.03,01.02,2.34,,2.96,0.01,0.93,1.44,0.53,0.53,,,,0.01,,2.74,,0.24,0.05,0
0.07,18.85,0.91,0.67,,03.01,0.09,0.77,1.23,0.79,0.79,,,,8,,1.91,,0.04,0.04,0
0.08,25.22,0.44,1.52,,2.77,0.24,0.31,1.1,0.06,5,,,,8,,7.32,,0.12,0.09,0
0.02,4.26,0.48,0.69,,7.98,0.61,1.95,1.29,0.05,2,,,,4,,6.74,,0.06,0.05,0
0.01,23.5,0.69,3.37,,6.54,0.9,0.8,0.63,0.48,7,,,,1,,2.24,,0.3,0.05,0
0.03,3.41,0.81,2.5,,2.46,0.8,1.88,1.34,0.28,3,,,,9,,1.25,,0.27,0.06,0
0.05,9.64,0.21,1.43,,2.92,0.48,0.42,1.2,0.36,8,,,,6,,3.92,,0.1,0.02,1
0.03,23.09,01.02,4.27,,7.59,0.15,0.96,1.41,0.99,0.99,,,,1,,4.74,,0.03,0.03,1
0.10,7.51,0.34,4.54,,3.8,0.45,0.01,1.26,0.74,0.74,,,,4,,1.56,,0.16,0.08,0
0.00,15.34,0.09,01.08,,1.59,0.3,0.07,0.37,0.35,4,,,,6,,5.38,,0.15,0.03,0
0.32,21.19,0.21,0.35,,5.32,0.51,0.10,1.1,0.89,0.89,,,,6,,1.36,,0.41,0.08,0
0.01,0.75,0.17,3.4,,3.53,0.76,0.07,0.04,0.13,2,,,,3,,1.2,,0.33,0.06,0
0.09,14.39,0.02,0.73,,5.44,0.19,0.04,0.95,1,1,,,,8,,3.83,,0.49,0.09,0
0.04,27.51,0.88,4.46,,6.72,0.49,0.02,0.41,0.72,0.72,,,,5,,3.58,,0.49,0.04,0
0.23,1.28,0.35,3.66,,3.11,0.39,0.02,0.13,0.93,0.93,,,,0,,0.16,,0.27,0.01,0
0.22,26.98,0.41,2.67,,0.21,0.46,0.08,1.15,0.07,1,,,,4,,5.15,,0.48,0.03,0
0.08,16.71,0.2,3.26,,4.42,0.89,0.03,0.29,0.29,0,,,,4,,04.06,,0.3,0.07,0
0.08,24.76,0.85,3.83,,4.6,0.84,0.04,0.71,0.2,8,,,,9,,1.12,,0.45,0.02,0
0.07,17.53,0.85,0.85,,02.06,0.23,0.00,1.39,0.27,2,,,,2,,2.56,,0.36,0.04,0
0.26,12.48,0.88,0.84,,5.61,0.7,0.04,0.14,0.57,0.57,,,,0,,5.76,,0.1,0.07,0
0.02,21.35,0.3,04.08,,1.86,0.86,0.09,0.13,0.43,8,,,,6,,6.23,,0.25,0.01,0
0.03,17.25,0.35,1.21,,6.27,0.41,0.00,0.7,0.07,8,,,,2,,7.53,,0.15,0.05,0
0.05,24.02,0.94,1.68,,2.83,0.09,0.08,1.32,0.1,5,,,,6,,5.58,,0.33,0.07,0
0.07,21.81,0.38,3.16,,04.04,0.69,0.09,1.18,0.55,0.55,,,,6,,4.88,,0.29,0.06,0
0.01,16.78,0.78,0.93,,5.18,0.74,0.02,0.19,0.76,0.76,,,,8,,3.65,,0.38,0.08,0
0.02,27.25,0.37,1.21,,7.81,0.65,0.07,0.84,0.33,5,,,,1,,2.39,,0.26,0.05,0
0.09,0.12,0.53,2.8,,1.61,0.35,0.10,1.32,0.99,0.99,,,,3,,2.39,,0.25,0,0
0.18,19.29,0.73,3.34,,1.91,0.64,0.00,0.64,0.69,0.69,,,,1,,1.45,,0.32,0.05,0
0.22,29.16,0.72,3.49,,07.09,0.41,0.09,0.71,0.84,0.84,,,,4,,2.21,,0.19,0.01,0
0.03,0.15,0.11,4.22,,0.92,0.83,0.09,1.24,0.51,0.51,,,,3,,1.32,,0.02,0.05,0
0.00,13.93,0.4,2.34,,07.04,0.41,0.04,0.1,0.42,0,,,,6,,3.48,,0.23,0.09,0
0.00,24.4,0.64,3.66,,6.7,0.23,0.01,0.21,0.67,0.67,,,,0.01,,4.5,,0.25,0.09,0
0.03,07.01,0.14,2.77,,5.97,0.75,0.06,0.58,0.21,6,,,,3,,3.28,,0.15,0.02,0
0.03,18.13,0.71,1.69,,5.27,0.61,0.08,0.23,0.44,7,,,,4,,7.53,,0.06,0.05,0
0.05,14.93,0.77,3.69,,6.85,0.48,0.06,1.43,0.63,0.63,,,,5,,5.59,,0.08,0.05,0
0.05,29.54,0.47,4.87,,1.49,0.79,0.05,0.44,0.14,1,,,,7,,1.54,,0.2,0.06,0
0.36,15.06,0.96,3.52,,2.18,0.48,0.02,0.09,0.84,0.84,,,,1,,3.6,,0.42,0.05,0
0.25,23.94,0.45,4.61,,5.31,0.61,0.03,0.18,0.81,0.81,,,,0.01,,1.29,,0.44,0.07,0
0.04,26.11,0.7,0.82,,6.43,0.73,0.04,0.29,0.58,0.58,,,,7,,7.52,,0.26,0.02,0
0.07,14.28,0.43,2.66,,1.35,0.77,0.05,0.37,0.45,1,,,,5,,4.99,,0.33,0.06,0
0.04,-0.01,0.33,1.63,,5.57,0.54,0.05,0.56,0.94,0.94,,,,9,,4.31,,0.06,0.01,1
0.31,29.13,0.39,1.91,,3.58,0.46,0.05,1.28,0.77,0.77,,,,2,,2.27,,0.25,0.07,0
0.01,2.73,0.82,0.36,,4.18,0.56,0.08,1.26,0.87,0.87,,,,6,,01.01,,0.16,0.08,0
0.00,0.65,0.75,0.97,,7.79,0.34,0.03,1.14,0.22,2,,,,0.01,,2.74,,0.18,0.06,0
0.08,23.67,0.33,2.31,,4.35,0.53,0.09,0.81,0.19,1,,,,3,,4.51,,0.07,0.02,0
0.01,4.38,0.44,2.35,,4.52,0.48,0.03,1.46,0.75,0.75,,,,2,,7.11,,0.46,0.07,0
0.09,11.35,0.48,4.56,,4.44,0.59,0.02,0.31,0.26,2,,,,1,,04.04,,0.2,0.06,0
0.13,0.87,0.4,01.09,,1.43,0.05,0.08,0.36,0.64,0.64,,,,0.01,,2.58,,0.06,0.08,0
0.02,4.14,0.83,2.56,,0.84,0.24,0.09,0.83,0.6,0.6,,,,0,,6.87,,0.3,0,0
0.32,19.04,0.78,1.36,,5.58,0.19,0.00,1.36,0.74,0.74,,,,7,,2.21,,0.41,0.08,0
0.03,24.06,0.14,4.28,,2.37,0.15,0.10,0.1,0.79,0.79,,,,5,,7.56,,0.33,0.03,0
0.03,27.61,0.23,1.9,,7.33,0.55,0.07,0.59,0.18,8,,,,9,,5.57,,0.03,0.05,0
0.23,5.42,0.21,1.33,,4.19,0.54,0.04,0.6,0.39,9,,,,2,,7.42,,0.1,0.08,0
0.10,28.47,0.31,3.14,,3.11,0.16,0.09,0.19,0.92,0.92,,,,1,,05.03,,0.28,0.01,0
0.12,27.71,0.78,3.98,,7.2,0.16,0.03,0.2,0.69,0.69,,,,6,,6.3,,0.25,0.08,0
0.11,5.8,0.64,1.5,,3.57,0.62,0.09,0.58,0.22,2,,,,8,,2.28,,0.28,0.05,0
0.04,20.08,0.89,4.14,,2.15,0.13,0.00,1.34,0.76,0.76,,,,2,,2.6,,0.37,0.03,0
0.06,2.56,0.92,1.88,,4.25,0.28,0.08,0.06,0.75,0.75,,,,9,,0.75,,0.1,0.05,0
0.02,4.86,0.65,1.47,,3.8,0.82,0.08,0.45,0.63,0.63,,,,7,,5.9,,0.45,0.02,0
0.02,27.84,0.62,02.07,,4.55,0.17,0.06,1.21,0.4,2,,,,1,,3.83,,0.2,0.03,0
0.02,03.05,0.13,2.6,,3.6,0.36,0.03,0.64,0.18,7,,,,4,,5.81,,0.34,0.04,0
0.03,19.27,0.46,1.64,,6.31,0.52,0.00,1.16,0.94,0.94,,,,8,,4.62,,0.38,0.01,0
0.27,16.26,1,1.76,,5.59,0.43,0.04,01.08,0.99,0.99,,,,3,,1.75,,0.13,0.01,0
0.02,25.56,0.73,3.81,,08.06,0.49,0.02,0.49,0.6,0.6,,,,9,,7.1,,0.46,0.07,0
0.08,20.23,0.65,1.21,,7.47,0.55,0.06,01.09,0.65,0.65,,,,5,,06.08,,0.48,0.04,0
0.39,17.53,0.5,0.99,,6.52,0.56,0.03,0.66,0.07,8,,,,8,,2.59,,0.18,0.05,0
0.28,6.92,0.79,2.57,,5.1,0.75,0.08,0.83,0.16,1,,,,5,,5.73,,0.49,0.09,0
0.06,20.51,0.57,0.9,,1.82,0.7,0.04,0.7,0.87,0.87,,,,8,,3.54,,0.47,0.07,0
0.23,7.51,0.35,2.44,,4.91,0.49,0.04,1.15,0.61,0.61,,,,0,,3.19,,0.24,0.02,0
0.09,11.33,0.65,1.77,,6.93,0.87,0.05,1.2,0.2,2,,,,2,,4.58,,0.2,0.04,0
0.02,20.14,0.08,4.38,,0.37,0.02,0.02,0.68,0.39,1,,,,4,,6.3,,0.39,0.03,0
0.00,29.05,0.96,4.17,,4.22,0.83,0.01,0.16,0.91,0.91,,,,9,,3.22,,0.06,0.09,0
0.33,27.45,0.89,4.16,,1.21,0.13,0.08,0.85,0.1,1,,,,0.01,,0.8,,0.07,0,1
0.17,23.62,0.21,2.24,,2.59,0.3,0.06,1.34,0.97,0.97,,,,2,,4.89,,0.21,0.01,0
0.01,23.13,0.53,2.28,,4.63,0.52,0.03,0.35,0.86,0.86,,,,0,,7.82,,0.4,0.01,0
0.01,3.44,0.09,0.68,,7.15,0.21,0.03,0.79,0.63,0.63,,,,9,,4.66,,0.28,0.01,0
0.05,11.77,0.03,4.2,,7.42,0.27,0.02,0.23,0.18,7,,,,3,,4.98,,0.47,0.07,0
0.03,25.11,0.79,2.79,,1.3,0.52,0.00,0.59,0.61,0.61,,,,0.01,,0.05,,0.05,0.02,1
0.07,0.16,0.84,3.68,,6.29,0.29,0.01,0.91,0.78,0.78,,,,5,,3.81,,0.03,0.06,0
0.03,26.45,0.19,3.81,,08.04,0.37,0.04,0.19,0.9,0.9,,,,7,,6.79,,0.04,0.06,0
0.16,18.12,0.68,4.45,,0.31,0.45,0.07,0.28,0.89,0.89,,,,7,,1.86,,0.16,0.03,0
0.05,18.51,0.59,1.59,,4.24,0.11,0.08,1.39,0.31,5,,,,2,,0.15,,0.33,0.08,0
0.00,28.43,0.71,1.38,,7.42,0.06,0.03,0.61,0.55,0.55,,,,5,,7.24,,0.49,0.06,0
0.06,7.53,0.58,2.8,,7.37,0.24,0.08,0.05,0.49,5,,,,7,,1.9,,0.28,0.05,0
0.08,16.82,0.66,1.1,,1.37,0.64,0.04,0.48,0.93,0.93,,,,9,,3.24,,0.03,0.04,0
0.02,1.13,0.08,4.73,,2.32,0.88,0.05,1.15,0.7,0.7,,,,4,,6.72,,0.42,0.07,0
0.28,5.14,0.07,2.73,,6.18,0.84,0.03,0.94,0.22,6,,,,5,,4.51,,0.02,0.05,0
0.01,24.14,0.17,03.09,,3.42,0.86,0.07,0.33,0.92,0.92,,,,8,,7.48,,0.3,0.06,0
0.04,1.47,0.87,2.35,,4.83,0.14,0.04,1.39,0.75,0.75,,,,9,,6.31,,0.23,0.06,0
0.10,-0.07,0.62,1.59,,0.26,0.85,0.01,0.34,0.53,0.53,,,,7,,6.53,,0.27,0.05,0
0.09,14.42,0.6,01.07,,0.75,0.8,0.03,1.31,0.69,0.69,,,,4,,1.79,,0.42,0.01,0
